AdID (Advertisements),Display_Date,Display_Time,internal
662716631,2009-1-15, 18:22:48,1
650089476,2009-3-25, 11:02:15,0
662716631,2009-9-10, 10:26:49,1
251344904,2010-2-24, 16:30:22,1
662716631,2010-2-25, 22:57:06,1
662716631,2010-3-10, 17:27:11,0
579250358,2010-9-17, 08:11:10,0
650089476,2010-10-18, 09:38:45,0
650089476,2010-11-5, 13:43:46,1
650089476,2010-12-3, 23:53:53,0
650089476,2011-2-27, 11:23:45,1
650089476,2011-3-17, 15:39:16,0
251344904,2011-6-13, 02:04:21,0
251344904,2011-6-21, 16:50:04,0
650089476,2011-9-25, 01:40:25,1
650089476,2011-11-1, 06:36:19,1
251344904,2011-12-26, 08:05:15,0
650089476,2012-1-3, 10:53:23,0
579250358,2012-3-1, 11:32:21,0
251344904,2012-5-9, 10:15:39,1
650089476,2012-5-26, 04:17:57,1
579250358,2012-9-5, 10:10:59,1
650089476,2012-9-17, 11:11:52,0
650089476,2012-9-21, 12:59:07,0
78589890,2007-7-31, 20:10:02,0
667152805,2007-9-24, 20:58:00,0
441274285,2007-10-25, 01:05:32,1
441274285,2007-11-26, 22:48:53,0
667152805,2008-1-5, 19:03:50,0
441274285,2008-2-5, 03:59:41,0
78589890,2008-6-7, 08:59:46,1
441274285,2008-8-10, 13:00:38,0
441274285,2008-11-5, 12:56:20,0
441274285,2008-12-12, 20:04:34,1
667152805,2009-2-20, 03:10:12,0
78589890,2009-4-15, 11:54:44,0
78589890,2009-6-5, 20:40:34,1
441274285,2009-10-6, 16:03:17,1
78589890,2009-10-8, 16:16:31,1
667152805,2009-11-21, 22:38:10,1
667152805,2009-11-25, 13:23:40,0
78589890,2009-12-8, 22:22:44,1
78589890,2010-8-21, 19:12:57,1
600311506,2010-9-15, 14:55:47,0
667152805,2010-11-14, 15:22:54,0
600311506,2011-5-3, 07:34:01,1
441274285,2011-10-10, 12:48:13,0
667152805,2011-12-20, 18:01:09,0
78589890,2011-12-26, 10:22:14,1
78589890,2012-1-6, 22:07:11,0
667152805,2012-3-29, 07:04:03,1
667152805,2012-7-1, 17:16:55,1
600311506,2012-7-4, 14:30:30,1
78589890,2012-7-21, 21:38:32,0
615390501,2007-12-24, 04:46:36,1
615390501,2008-12-1, 00:16:53,1
549777646,2009-8-19, 14:35:05,1
615390501,2009-12-27, 23:48:28,0
615390501,2010-7-27, 10:27:42,1
549777646,2010-9-16, 09:12:50,1
615390501,2012-3-2, 12:14:02,0
254110123,2007-7-17, 00:48:39,0
149936005,2007-8-2, 18:58:56,1
718722378,2007-8-23, 12:06:53,0
274279596,2007-11-26, 04:44:26,1
149936005,2007-12-4, 20:15:53,0
149936005,2007-12-6, 18:19:59,0
254110123,2008-1-4, 03:02:03,1
254110123,2008-2-1, 12:18:17,0
254110123,2008-2-22, 00:16:43,1
254110123,2008-2-28, 00:17:09,0
149936005,2008-6-9, 22:41:38,1
254110123,2008-7-10, 06:56:26,1
274279596,2008-8-10, 17:34:22,1
445284595,2008-9-26, 22:08:51,0
149936005,2008-10-7, 08:18:43,1
254110123,2009-2-20, 00:56:17,0
274279596,2009-3-15, 08:16:05,1
254110123,2009-4-28, 06:45:14,1
718722378,2009-7-7, 01:45:43,1
254110123,2009-9-1, 07:31:41,1
445284595,2009-9-21, 01:47:18,1
445284595,2009-12-6, 20:01:18,1
149936005,2010-3-13, 20:17:15,1
274279596,2010-3-15, 21:22:00,1
274279596,2010-5-10, 00:22:40,1
149936005,2010-7-4, 14:00:46,1
445284595,2010-7-20, 05:04:41,0
254110123,2010-7-29, 03:57:18,0
445284595,2010-11-6, 22:09:31,1
254110123,2010-11-9, 08:08:13,1
254110123,2011-1-18, 03:38:47,0
254110123,2011-1-29, 09:07:56,1
274279596,2011-4-23, 01:59:44,0
254110123,2011-5-8, 05:21:16,1
149936005,2011-5-9, 19:24:59,0
254110123,2011-6-3, 10:50:19,0
445284595,2011-7-11, 14:12:21,0
149936005,2011-10-2, 02:45:43,0
274279596,2011-10-13, 10:00:32,1
254110123,2012-1-13, 01:13:41,0
445284595,2012-2-26, 23:12:12,0
718722378,2012-6-3, 13:20:56,1
254110123,2012-7-27, 04:25:58,0
149936005,2012-9-25, 16:41:03,1
254110123,2012-10-2, 12:51:06,0
286911308,2007-10-12, 13:46:33,1
286911308,2008-2-3, 01:28:33,0
286911308,2009-10-23, 22:41:30,0
286911308,2010-1-23, 11:46:50,0
286911308,2011-1-27, 11:36:55,1
114352997,2008-3-19, 13:12:53,1
617148859,2008-5-9, 22:42:11,1
617148859,2008-6-2, 10:41:15,1
205384830,2008-8-13, 23:08:12,0
205384830,2008-11-22, 20:56:30,1
617148859,2008-12-18, 12:25:29,1
205384830,2009-4-18, 20:14:02,1
205384830,2009-5-27, 20:25:19,0
226235563,2009-7-11, 00:34:14,1
205384830,2009-7-24, 13:12:00,1
226235563,2009-9-4, 21:10:45,0
617148859,2009-11-12, 03:14:55,1
114352997,2010-1-4, 09:32:52,1
114352997,2010-5-14, 03:16:35,0
617148859,2010-5-22, 09:25:15,0
226235563,2010-6-18, 04:12:56,1
205384830,2010-6-27, 12:55:12,0
205384830,2010-12-13, 06:54:32,1
114352997,2011-1-22, 13:45:37,1
114352997,2011-5-27, 07:13:12,1
617148859,2011-6-16, 19:27:28,1
617148859,2011-12-27, 00:37:31,0
226235563,2012-2-7, 03:15:07,0
226235563,2012-4-2, 19:16:28,1
849866835,2008-4-7, 23:12:38,0
167761724,2008-12-24, 08:39:43,0
978992674,2009-3-5, 20:27:03,0
167761724,2009-3-21, 07:59:48,1
849866835,2009-6-3, 20:11:24,1
461881513,2009-6-18, 16:55:25,0
167761724,2009-9-6, 17:51:57,1
167761724,2009-10-29, 18:15:11,1
978992674,2009-12-22, 08:55:47,0
461881513,2010-1-30, 03:59:44,1
978992674,2010-3-28, 23:58:51,0
167761724,2011-1-16, 02:53:57,0
461881513,2011-2-19, 22:12:26,0
849866835,2011-3-25, 21:19:32,0
978992674,2011-6-5, 21:27:49,1
849866835,2011-6-29, 21:03:58,1
461881513,2011-8-30, 23:17:28,0
167761724,2011-9-23, 02:32:31,0
461881513,2011-11-27, 23:13:22,0
167761724,2011-12-5, 17:41:45,0
461881513,2012-1-30, 01:49:39,1
167761724,2012-3-11, 00:19:15,1
461881513,2012-7-12, 09:43:26,1
774951427,2007-10-4, 02:23:00,1
417434750,2007-10-8, 15:18:31,0
417434750,2007-10-26, 14:58:22,1
417434750,2008-5-28, 16:12:19,0
774951427,2008-6-4, 00:39:29,1
774951427,2008-8-27, 17:34:04,1
353836691,2008-11-18, 04:11:14,1
353836691,2008-12-6, 11:10:24,1
774951427,2009-1-8, 14:33:27,1
345521968,2009-2-24, 10:55:22,1
774951427,2009-4-23, 11:32:02,0
353836691,2009-4-30, 06:16:05,0
353836691,2009-5-31, 04:01:26,1
774951427,2009-7-15, 20:19:30,1
353836691,2009-10-30, 13:45:21,0
345521968,2009-10-31, 05:12:05,1
417434750,2009-12-20, 15:15:38,0
345521968,2010-4-16, 21:49:28,0
774951427,2010-5-25, 15:50:44,0
353836691,2010-7-4, 14:51:24,1
774951427,2011-1-9, 01:16:51,1
774951427,2011-5-27, 14:28:54,0
774951427,2012-1-26, 13:30:04,0
345521968,2012-1-30, 12:23:55,0
345521968,2012-4-15, 13:28:15,0
774951427,2012-5-4, 05:36:13,0
345521968,2012-5-12, 16:39:22,1
345521968,2012-7-29, 10:44:57,1
345521968,2012-9-5, 01:24:24,0
725517691,2007-9-3, 17:15:31,0
725517691,2008-4-23, 08:30:53,0
709233051,2008-8-30, 11:32:23,0
725517691,2008-12-25, 20:55:00,0
725517691,2009-2-8, 09:56:33,1
297765207,2009-2-20, 11:15:22,1
709233051,2009-3-21, 16:25:38,1
725517691,2009-3-29, 02:17:18,0
709233051,2009-6-11, 17:06:28,1
100776759,2009-7-3, 13:00:46,1
709233051,2010-1-8, 00:26:33,0
725517691,2010-8-23, 01:41:13,1
709233051,2010-8-31, 07:48:20,1
725517691,2010-12-22, 09:58:52,1
725517691,2011-1-1, 21:12:23,1
709233051,2011-4-7, 16:16:16,1
709233051,2011-5-5, 15:24:41,0
297765207,2011-8-5, 06:54:32,0
709233051,2011-8-25, 18:05:01,0
100776759,2011-10-16, 01:48:30,1
709233051,2012-4-7, 07:03:46,1
709233051,2012-8-6, 02:29:21,1
725517691,2012-8-19, 04:51:22,1
993487538,2007-7-9, 00:07:05,1
104162676,2007-7-23, 11:21:39,1
104162676,2007-8-14, 08:41:33,0
796272058,2007-11-9, 23:10:24,1
104162676,2007-11-23, 14:19:41,1
993487538,2007-12-6, 19:41:19,1
993487538,2007-12-30, 14:57:58,0
104162676,2008-1-31, 10:04:01,0
614334441,2008-4-8, 18:35:44,0
796272058,2008-5-22, 07:37:10,0
993487538,2008-7-21, 15:18:47,0
614334441,2008-8-19, 03:16:28,1
993487538,2009-3-23, 17:30:37,0
796272058,2009-4-19, 05:44:41,0
993487538,2009-4-20, 17:34:14,1
993487538,2009-7-10, 08:06:23,0
104162676,2009-9-16, 00:16:24,1
796272058,2010-1-14, 03:44:26,1
104162676,2010-5-27, 16:03:18,0
104162676,2010-6-2, 23:00:23,0
104162676,2010-6-3, 03:47:18,1
993487538,2010-7-16, 06:29:26,1
104162676,2010-12-11, 20:32:11,0
993487538,2011-5-14, 22:56:29,1
993487538,2011-5-27, 00:50:17,1
796272058,2011-7-1, 03:57:22,0
796272058,2011-10-10, 01:11:00,1
796272058,2012-2-14, 11:45:36,1
104162676,2012-2-26, 23:05:20,0
614334441,2012-5-30, 16:43:11,1
993487538,2012-8-8, 03:12:36,1
614334441,2012-8-31, 01:16:03,0
958323706,2007-10-10, 00:46:54,1
89977840,2007-12-18, 22:47:45,0
958323706,2008-1-6, 15:16:39,0
958323706,2008-1-28, 23:43:24,0
187652627,2008-2-12, 08:28:47,1
639850335,2008-2-25, 18:06:59,0
89977840,2008-3-11, 18:36:03,0
958323706,2008-4-13, 22:24:08,0
89977840,2008-5-16, 19:57:48,0
29759227,2008-6-11, 12:42:48,1
89977840,2008-6-14, 06:12:57,0
29759227,2008-6-26, 08:00:34,0
89977840,2008-7-8, 19:30:27,0
639850335,2008-7-8, 17:20:12,0
887743276,2008-9-24, 20:44:50,1
89977840,2008-10-1, 18:32:00,1
29759227,2008-11-10, 04:08:52,0
29759227,2008-12-24, 18:35:12,0
89977840,2009-4-30, 13:47:46,1
187652627,2009-5-22, 06:00:22,0
887743276,2009-6-16, 16:12:48,0
187652627,2009-6-19, 03:13:49,1
29759227,2009-6-28, 08:33:25,1
89977840,2009-7-22, 03:34:18,0
887743276,2009-8-21, 16:40:42,1
29759227,2009-9-23, 09:16:55,1
29759227,2009-10-25, 05:27:59,0
887743276,2009-12-15, 22:41:39,0
187652627,2010-2-25, 06:15:50,1
887743276,2010-3-7, 22:46:06,1
639850335,2010-3-19, 09:52:46,1
89977840,2010-4-21, 23:16:48,1
29759227,2010-7-14, 03:00:46,1
89977840,2010-7-28, 13:15:48,1
187652627,2010-8-27, 04:54:03,0
29759227,2010-9-5, 09:23:46,1
89977840,2010-9-21, 17:19:18,1
89977840,2010-9-28, 01:53:38,0
187652627,2010-12-3, 22:30:19,1
958323706,2010-12-19, 09:05:35,0
958323706,2011-1-4, 09:41:50,1
887743276,2011-1-9, 20:43:28,0
89977840,2011-2-19, 22:49:39,0
639850335,2011-2-20, 03:18:45,0
958323706,2011-2-25, 22:17:53,0
887743276,2011-3-5, 12:24:22,0
187652627,2011-4-12, 05:27:07,0
89977840,2011-4-30, 17:34:30,0
89977840,2011-10-15, 12:44:50,0
89977840,2011-11-21, 04:32:49,0
958323706,2011-11-30, 05:30:51,0
29759227,2011-12-3, 09:46:03,1
29759227,2011-12-30, 08:50:06,0
639850335,2012-1-1, 11:14:32,1
29759227,2012-1-25, 03:36:03,0
887743276,2012-1-29, 05:04:51,0
89977840,2012-2-23, 06:39:06,1
29759227,2012-4-6, 07:57:03,1
887743276,2012-5-31, 07:01:11,0
887743276,2012-8-26, 07:20:56,0
887743276,2012-9-19, 08:12:47,0
887743276,2012-9-21, 08:11:00,0
813115502,2007-8-31, 21:48:58,1
960412178,2008-1-17, 22:21:07,1
313238929,2008-2-29, 01:13:16,1
313238929,2008-3-27, 18:37:48,1
313238929,2008-10-13, 10:15:42,0
960412178,2009-1-24, 20:42:11,0
960412178,2009-3-2, 00:01:12,1
313238929,2009-3-5, 04:28:43,1
674894707,2009-3-28, 20:41:41,1
813115502,2009-4-1, 01:20:31,0
674894707,2009-4-16, 00:45:17,1
313238929,2009-8-15, 04:32:06,1
313238929,2009-9-1, 23:47:51,0
960412178,2010-1-27, 03:52:06,0
313238929,2010-7-7, 09:00:36,1
813115502,2011-2-13, 13:24:26,0
813115502,2011-5-19, 14:35:51,1
813115502,2011-7-18, 07:48:23,1
960412178,2011-10-30, 19:39:01,1
313238929,2011-11-2, 21:53:19,0
674894707,2011-11-25, 05:09:33,0
717957115,2007-9-3, 18:59:33,0
717957115,2007-9-12, 01:10:25,0
645684285,2008-1-16, 00:51:39,0
873117235,2008-6-29, 07:41:43,0
717957115,2008-8-5, 20:30:05,1
231022380,2009-4-20, 01:23:14,1
231022380,2009-11-20, 07:31:03,0
717957115,2009-11-29, 08:02:14,0
645684285,2009-12-9, 04:20:25,0
645684285,2010-5-10, 08:58:56,0
645684285,2010-5-12, 08:27:50,1
873117235,2010-9-4, 13:36:46,1
873117235,2010-9-14, 00:44:01,0
717957115,2010-12-17, 11:36:05,1
645684285,2011-8-27, 11:25:18,1
717957115,2011-12-1, 17:46:51,1
645684285,2012-3-16, 01:05:09,1
645684285,2012-4-28, 21:14:26,0
645684285,2012-7-19, 01:20:36,0
717957115,2012-9-14, 19:48:47,1
587147125,2007-10-25, 21:42:15,0
812625339,2008-1-27, 06:02:19,1
587147125,2008-4-27, 02:29:49,0
393265215,2008-7-31, 08:35:04,1
812625339,2008-8-1, 18:38:28,0
812625339,2008-8-25, 17:16:13,0
337579943,2008-11-26, 14:28:17,1
812625339,2009-8-29, 02:19:28,0
337579943,2010-1-30, 15:56:25,0
337579943,2010-3-13, 21:37:43,0
812625339,2010-5-6, 04:33:52,1
587147125,2010-5-11, 02:34:18,1
812625339,2010-8-22, 18:30:34,0
393265215,2010-10-20, 16:45:01,1
393265215,2011-1-27, 23:15:24,0
812625339,2011-4-5, 07:41:07,1
587147125,2011-10-31, 00:57:56,0
393265215,2012-1-16, 19:55:29,1
812625339,2012-3-9, 18:01:47,1
393265215,2012-7-15, 08:04:24,0
812625339,2012-8-10, 08:30:09,0
436868349,2008-10-17, 16:03:06,1
310532946,2008-10-19, 22:18:03,1
310532946,2009-5-26, 01:24:08,0
436868349,2009-10-17, 16:55:22,1
168349604,2009-12-28, 13:11:15,0
168349604,2010-3-20, 19:41:20,0
310532946,2010-6-8, 18:52:33,0
436868349,2010-6-8, 01:52:06,0
436868349,2010-6-12, 22:20:48,1
436868349,2010-12-19, 15:05:05,1
857202869,2007-10-4, 18:23:21,1
857202869,2009-1-4, 07:42:52,1
940604018,2009-1-6, 00:53:22,0
940604018,2009-5-27, 00:09:17,1
940604018,2009-11-25, 05:23:52,0
940604018,2010-3-25, 20:02:27,1
551914450,2010-12-10, 10:57:15,1
857202869,2011-1-3, 23:17:30,0
551914450,2011-2-21, 14:31:09,1
551914450,2011-7-24, 18:51:27,1
551914450,2011-9-29, 00:46:29,0
551914450,2011-10-24, 18:11:29,1
940604018,2011-12-14, 10:37:28,1
121507190,2007-7-6, 20:31:29,0
794346453,2007-8-2, 18:30:36,1
121507190,2007-9-21, 12:48:17,1
848307909,2007-12-6, 08:10:03,1
121507190,2008-6-17, 11:23:39,0
121507190,2008-9-10, 19:14:34,1
848307909,2008-10-12, 18:57:18,0
848307909,2009-2-5, 22:35:37,0
794346453,2009-2-20, 13:01:19,0
488470765,2009-3-10, 05:45:44,1
794346453,2009-4-1, 19:12:04,0
848307909,2009-4-13, 11:45:18,1
488470765,2009-9-11, 08:53:12,1
488470765,2010-1-4, 08:32:32,0
848307909,2010-2-7, 23:33:16,1
794346453,2010-3-7, 17:45:17,0
121507190,2010-3-30, 03:19:22,1
848307909,2010-4-2, 13:36:29,0
488470765,2010-8-10, 11:22:22,1
121507190,2010-10-25, 00:40:18,1
488470765,2011-1-23, 15:56:01,0
794346453,2011-8-2, 21:57:37,1
848307909,2012-3-28, 18:00:21,1
794346453,2012-4-18, 14:41:25,1
848307909,2012-7-23, 11:35:15,0
848307909,2012-8-7, 22:14:52,0
121507190,2012-8-30, 22:04:42,1
157349760,2007-9-30, 11:36:27,1
470401064,2008-1-2, 21:31:47,0
470401064,2008-8-27, 04:08:00,1
470401064,2008-12-22, 07:56:58,0
986675250,2009-2-20, 11:54:31,0
318882619,2009-4-3, 03:12:16,1
470401064,2009-8-23, 17:13:27,0
318882619,2009-8-31, 03:36:21,0
986675250,2009-9-30, 10:31:12,0
318882619,2010-10-2, 02:47:10,1
318882619,2010-10-8, 05:28:52,0
157349760,2010-12-4, 17:15:38,0
318882619,2011-1-27, 05:21:46,1
157349760,2011-4-30, 11:30:16,1
986675250,2011-6-9, 00:40:29,1
470401064,2011-7-4, 20:05:54,1
157349760,2011-8-23, 07:35:48,0
157349760,2011-10-14, 00:38:29,0
157349760,2012-2-18, 03:26:34,1
318882619,2012-2-28, 05:15:11,0
157349760,2012-4-23, 13:06:28,0
986675250,2012-5-6, 09:50:13,0
157349760,2012-5-16, 02:19:12,1
986675250,2012-6-25, 07:33:53,1
470401064,2012-9-18, 16:50:01,1
491342115,2007-10-28, 02:54:50,0
491342115,2007-11-5, 08:06:30,1
161090885,2007-11-29, 00:49:55,1
101406288,2008-1-4, 02:29:35,0
371367041,2008-1-12, 06:07:25,1
371367041,2008-2-20, 17:30:37,1
491342115,2008-4-10, 12:05:33,0
161090885,2008-6-29, 01:13:33,1
294482762,2008-7-1, 23:51:48,1
161090885,2008-7-8, 06:59:03,0
101406288,2008-7-13, 08:36:03,1
161090885,2008-8-9, 08:43:53,1
101406288,2008-9-4, 12:29:18,1
161090885,2008-9-14, 16:27:19,1
294482762,2008-9-18, 09:16:34,0
294482762,2008-9-24, 08:01:02,1
294482762,2008-10-9, 17:18:55,0
491342115,2008-12-18, 20:22:01,1
371367041,2009-4-17, 21:05:10,1
161090885,2009-7-16, 19:15:38,0
161090885,2009-8-22, 00:24:49,0
371367041,2009-10-18, 16:39:23,1
161090885,2009-12-23, 21:06:39,0
101406288,2010-2-27, 20:54:57,1
101406288,2010-3-24, 21:53:51,1
294482762,2010-6-3, 05:34:41,0
371367041,2010-6-19, 08:53:02,0
161090885,2010-10-3, 23:15:39,1
101406288,2010-11-24, 23:49:53,1
161090885,2010-12-13, 13:01:49,0
294482762,2011-8-1, 09:24:47,0
491342115,2011-8-4, 09:05:42,0
161090885,2011-8-9, 00:35:56,0
161090885,2011-9-28, 08:47:01,0
161090885,2011-12-30, 13:37:18,1
101406288,2012-1-18, 21:57:32,0
161090885,2012-2-1, 12:17:43,1
294482762,2012-2-17, 23:28:45,0
371367041,2012-6-13, 17:23:28,0
371367041,2012-7-23, 06:50:20,0
491342115,2012-8-27, 05:39:23,0
571345793,2007-7-9, 21:02:59,1
294907598,2007-9-11, 09:39:35,0
571345793,2007-11-26, 16:40:36,0
571345793,2008-2-15, 04:04:50,0
746217830,2008-2-19, 10:44:09,1
294907598,2008-7-19, 22:27:00,1
294907598,2008-9-11, 09:53:45,0
294907598,2009-1-19, 10:27:22,1
294907598,2009-2-5, 05:02:15,0
571345793,2009-6-10, 15:49:45,0
294907598,2009-7-18, 05:15:24,0
571345793,2009-9-24, 08:08:35,0
106781578,2010-1-17, 11:50:50,1
294907598,2010-3-27, 11:06:18,0
571345793,2010-5-25, 11:46:22,1
294907598,2010-8-17, 22:33:35,1
106781578,2010-9-11, 10:49:49,0
571345793,2010-10-18, 00:48:04,0
571345793,2011-5-8, 17:43:00,0
746217830,2011-6-5, 23:58:23,1
294907598,2012-1-16, 05:00:21,1
63711955,2007-7-19, 15:00:33,1
49081121,2007-9-24, 15:42:09,1
63711955,2007-9-29, 11:31:50,0
349114257,2008-2-11, 06:21:02,1
63711955,2008-8-2, 17:04:09,1
658121126,2008-9-21, 21:41:10,1
658121126,2009-5-11, 17:25:05,1
49081121,2009-7-9, 04:13:11,0
658121126,2009-9-23, 13:45:59,0
63711955,2010-6-22, 15:16:14,1
49081121,2011-3-7, 20:59:13,1
49081121,2011-4-5, 18:33:22,1
349114257,2011-4-30, 14:42:24,1
658121126,2011-10-2, 06:07:34,0
63711955,2012-2-13, 14:37:51,0
349114257,2012-3-22, 06:40:27,0
49081121,2012-7-8, 00:06:15,0
837883106,2007-8-30, 13:44:12,1
837883106,2008-2-25, 12:35:37,0
837883106,2009-9-20, 10:37:12,0
837883106,2010-3-6, 22:32:30,0
837883106,2010-10-11, 07:54:15,1
837883106,2011-9-17, 08:06:44,1
837883106,2012-9-7, 03:34:07,1
91964030,2007-6-30, 22:43:06,0
715096459,2007-9-12, 10:16:49,1
91964030,2007-10-1, 05:44:17,1
511031003,2007-10-11, 15:40:16,1
91964030,2007-11-5, 12:28:55,0
715096459,2007-11-26, 05:37:15,0
91964030,2008-2-25, 02:25:40,0
91964030,2008-4-20, 02:05:38,1
715096459,2008-10-27, 08:06:30,0
715096459,2009-2-4, 20:40:50,0
91964030,2009-5-20, 22:40:31,1
715096459,2009-6-2, 18:52:51,1
511031003,2009-12-22, 09:55:31,1
91964030,2010-4-22, 08:18:52,0
91964030,2011-9-3, 08:53:03,0
91964030,2011-11-15, 07:46:41,0
511031003,2012-1-23, 14:00:12,1
613644888,2012-5-14, 17:47:31,1
511031003,2012-9-29, 08:07:14,0
414489060,2007-8-4, 21:40:16,1
108028312,2007-8-8, 16:08:16,0
110032967,2007-8-22, 22:34:50,0
414489060,2007-8-22, 00:47:01,0
811859003,2007-10-4, 19:44:10,0
110032967,2007-11-26, 13:34:29,1
811859003,2007-12-20, 12:47:48,0
110032967,2008-1-18, 01:17:11,0
811859003,2008-4-22, 11:06:52,1
